,ID,Date,Location ID,Location Description,Region,Country,Latitude,Longitude,Area Type,Junction Control,Accident Severity,Time of Day,Road Conditions,Junction Detail,Driver Age,Sex of Driver,Vehicle Type,Vehicle Propulsion,Number of Accidents,Number of Casualties,Number of Vehicles,Accidental Costs
2949,3421,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,3,2,2207.51
2950,3422,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,2235.42
2951,3423,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2794.35
2952,3424,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2433.86
2953,3425,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2764.04
2954,3426,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2894.06
2955,3427,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1116.82
2956,3428,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,1139.96
2957,3429,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Snow,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1454.53
2958,3430,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,1313.79
2959,3431,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1232.5
2960,3432,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,981.24
2961,3434,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,985.47
2962,3435,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,889.49
2963,3436,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,890.65
2964,3437,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,874.65
2965,3438,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,641.97
2966,3439,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1914.69
2967,3440,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,2,2,1709.35
2968,3441,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,2,2,2083.18
2969,3443,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1653.81
2970,3444,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2029.75
2971,3445,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1424.35
2972,3446,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1678.04
2973,3447,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,1852.33
2974,3448,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,1902.1
2975,3449,2017.Dec,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1454.6
2976,3450,2017.Dec,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2051.16
2977,3451,2017.Dec,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2765.54
2978,3452,2017.Dec,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2092.95
2979,3453,2017.Dec,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,21-25,Male,Car,Petrol,1,1,2,2401.34
2980,3454,2017.Dec,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2336.33
2981,3457,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Car,Heavy Oil,1,3,3,2221.63
2982,3460,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2093.09
2983,3462,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,1832.88
2984,3463,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2142.82
2985,3464,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Serious,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2031.17
2986,3465,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2405.68
2987,3466,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2658.15
2988,3467,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2924.69
2989,3469,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,2,2,2416.71
2990,3470,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2503.12
2991,3471,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2616.05
2992,3472,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2121.81
2993,3473,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2102.35
2994,3474,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2041.8
2995,3475,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2152.12
2996,3476,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2121.67
2997,3477,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2163.13
2998,3478,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1996.01
2999,3479,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1543.59
3000,3480,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1971.12
3001,3481,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2463.55
3002,3483,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,3122.03
3003,3484,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,3012.69
3004,3485,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2869.9
3005,3486,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2966.24
3006,3487,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1632.39
3007,3488,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1703.4
3008,3489,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1440.99
3009,3490,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1926.45
3010,3491,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,1992.94
3011,3492,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2096.31
3012,3493,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,450.16
3013,3494,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,1,470.33
3014,3495,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,390.12
3015,3496,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,460.49
3016,3497,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,450.1
3017,3498,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,430.16
3018,3499,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,2120.7
3019,3500,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,2828.57
3020,3501,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,2208.33
3021,3502,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2067.9
3022,3503,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2507.59
3023,3504,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2304.11
3024,3505,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2432.29
3025,3506,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2797.74
3026,3507,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Serious,Early Morning,Snow,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2244.24
3027,3508,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,2417.99
3028,3509,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,2517.09
3029,3511,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,2,3,1680.82
3030,3512,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,3,1863.99
3031,3513,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,1,1584.77
3032,3514,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1665.33
3033,3515,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2073.87
3034,3516,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,1638.36
3035,3517,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Traffic Enforcer,Serious,Early Morning,Snow,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1962.52
3036,3518,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,2,2627.31
3037,3520,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1808.23
3038,3521,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2041.53
3039,3522,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2419.54
3040,3523,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1161.09
3041,3524,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,990.31
3042,3525,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,1101.53
3043,3526,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1080.76
3044,3527,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1352.06
3045,3528,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,1354.59
3046,3529,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,820.3
3047,3530,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,860.4
3048,3531,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,731.03
3049,3532,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,760.69
3050,3533,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,1,961.14
3051,3534,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,841.45
3052,3535,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,2,2,2341.15
3053,3536,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,1762.2
3054,3537,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2017.08
3055,3538,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1965.26
3056,3539,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,1671.85
3057,3542,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Snow,T-junction,16-20,Female,Van,Heavy Oil,1,1,2,1571.61
3058,3543,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1420.8
3059,3544,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,16-20,Female,Van,Heavy Oil,1,3,3,1711.76
3060,3547,2018.Jan,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,2,2,2282.11
3061,3548,2018.Jan,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,2593.78
3062,3549,2018.Jan,UK09,Lambeth,London,United Kingdom,51.492716,-0.116293,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2749.77
3063,3550,2018.Jan,UK10,Barnet,London,United Kingdom,51.654959,-0.19374,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2614.92
3064,3551,2018.Jan,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2023.93
3065,3552,2018.Jan,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2343.11
3066,3553,2018.Feb,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,1,2011.95
3067,3554,2018.Feb,UK08,Sheffield,Yorkshire and the Humber,United Kingdom,53.379039,-1.47429,Urban,Traffic Light,Slight,Morning,Snow,T-junction,21-25,Female,Car,Heavy Oil,1,1,1,1672.51
